Code commune,Libellé de la commune,N.Pan.,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,D_elec_2020
66050,Claira,5.0,LDIV,M,PETIT,Marc,CONSTRUISONS ENSEMBLE L'AVENIR DE CLAIRA,20.0,0.0,6.0,960.0,27.96,47.57,0.0
66058,Corneilla-la-Rivière,1.0,LNC,M,LAVILLE,René,NOUVEL ELAN POUR CORNEILLA LA RIVIERE 2020,15.0,0.0,2.0,580.0,35.05,50.26,0.0
66065,Elne,2.0,LDVG,M,GARCIA,Nicolas,ELNE COMM'UNE IDEE NEUVE AVEC NICOLAS GARCIA,23.0,0.0,6.0,2223.0,32.15,54.05,1.0
66108,Millas,2.0,LDIV,M,GARSAU,Jacques,"MILLAS 2020, UN AVENIR PARTAGE",20.0,0.0,6.0,838.0,28.37,45.67,0.0
66133,Palau-del-Vidre,1.0,LNC,M,GALAN,Bruno,2020 UN NOUVEL ELAN,16.0,0.0,2.0,603.0,24.2,37.62,0.0
66136,Perpignan,6.0,LRN,M,ALIOT,Louis,"PERPIGNAN, L'AVENIR EN GRAND",42.0,0.0,31.0,15743.0,23.5,53.09,0.0
66141,Pia,2.0,LDIV,M,PALMADE,Jérôme,PIA LE RENOUVEAU,22.0,0.0,13.0,1943.0,26.75,46.2,0.0
66164,Rivesaltes,3.0,LDVD,M,BASCOU,André,Rivesaltes au coeur avec André Bascou,22.0,0.0,2.0,1411.0,20.87,46.6,0.0
66180,Saint-Laurent-de-la-Salanque,1.0,LDIV,M,GOT,Alain,CONTINUONS D'AGIR ENSEMBLE !,25.0,0.0,2.0,2680.0,31.87,52.54,0.0
66213,Toulouges,2.0,LDIV,M,BARTHE,Nicolas,POUR VOUS TOULOUGIENS,22.0,0.0,2.0,1453.0,25.9,47.33,0.0
66214,Tresserre,2.0,LNC,M,THIRIET,Michel,"ENSEMBLE, AGIR POUR TRESSERRE",11.0,0.0,1.0,306.0,35.58,45.33,0.0
66222,Vernet-les-Bains,2.0,LNC,M,GUITART,Henri,ENSEMBLE GARDONS LE CAP,12.0,0.0,3.0,494.0,39.62,56.59,0.0
66224,Villelongue-de-la-Salanque,2.0,LNC,M,DEFFRADAS,Whueymar,UNE AUTRE IDEE DE VILLELONGUE,18.0,0.0,1.0,774.0,30.41,46.32,0.0
67043,Bischheim,4.0,LDVD,M,HOERLE,Jean-Louis,TOUS ACTEURS DE BISCHHEIM,25.0,0.0,2.0,1307.0,14.47,50.78,0.0
67127,Ergersheim,1.0,LNC,F,WEHR,Marianne,"Un Village pour tous, assurons ensemble le présent et l'avenir",12.0,0.0,2.0,319.0,30.24,51.95,0.0
67130,Erstein,1.0,LDVC,M,ANDREU SANCHEZ,Michel,UN AVENIR POUR ERSTEIN,27.0,0.0,9.0,1542.0,19.78,57.8,0.0
67218,Illkirch-Graffenstaden,1.0,LDVC,M,PHILIPPS,Thibaud,"AVEC THIBAUD PHILIPPS, RÉINVENTEZ ILLKIRCH-GRAFFENSTADEN !",25.0,0.0,5.0,2500.0,13.94,39.71,0.0
67309,Mundolsheim,2.0,LDVG,F,BULOU,Béatrice,AGIR POUR MUNDOLSHEIM,21.0,0.0,1.0,821.0,20.94,52.49,1.0
67313,Mutzig,1.0,LDVD,M,SCHICKELE,Jean-Luc,MUTZIG L'AVENIR,23.0,0.0,5.0,817.0,21.84,51.25,0.0
67345,Oberhoffen-sur-Moder,1.0,LNC,F,KOESSLER-HERRMANN,Cathy,OBERHOFFEN SUR MODER ON Y TIENT,17.0,0.0,2.0,676.0,23.98,46.27,0.0
67365,Ostwald,1.0,LDIV,F,BAAS,Fabienne,OSTWALD 2020 AVEC VOUS,25.0,0.0,2.0,1355.0,16.69,46.72,0.0
67462,Sélestat,2.0,LDVD,M,BAUER,Marcel,SÉLESTAT NOTRE PASSION,24.0,0.0,15.0,2355.0,16.85,41.25,0.0
67465,Sessenheim,3.0,LNC,M,RIEDINGER,Raymond,AGIR POUR DEMAIN,16.0,0.0,2.0,532.0,30.38,64.17,0.0
67482,Strasbourg,7.0,LVEC,F,BARSEGHIAN,Jeanne,STRASBOURG ECOLOGISTE & CITOYENNE,47.0,0.0,35.0,21592.0,15.03,41.71,1.0
67544,Wissembourg,2.0,LDIV,F,FISCHER-JUNCK,Sandra,WAW ! CHANGEONS ENSEMBLE AVEC SANDRA FISCHER-JUNCK,24.0,0.0,13.0,1867.0,32.52,60.97,0.0
68021,Bartenheim,3.0,LDVC,M,KANNENGIESER,Bernard,BARTENHEIM UNIS,22.0,0.0,3.0,673.0,25.4,57.08,0.0
68066,Colmar,6.0,LDVD,M,STRAUMANN,Eric,UN NOUVEAU MAIRE POUR COLMAR,40.0,0.0,25.0,8061.0,18.93,63.89,0.0
68112,Guebwiller,1.0,LDVC,M,KLEITZ,Francis,"GUEBWILLER, POURSUIVONS ENSEMBLE",25.0,0.0,9.0,1267.0,15.67,48.38,0.0
68162,Kaysersberg Vignoble,3.0,LDVC,F,SCHWARTZ,Martine,POURSUIVONS ENSEMBRE KAYSERSBERG-VIGNOBLE,21.0,0.0,6.0,905.0,24.7,41.86,0.0
68224,Mulhouse,2.0,LDVD,F,LUTZ,Michèle,MULHOUSE EN GRAND AVEC MICHELE LUTZ & JEAN ROTTNER,39.0,0.0,29.0,4547.0,9.25,38.61,0.0
68253,Ottmarsheim,3.0,LNC,M,BEHE,Jean-Marie,AGIR POUR BIEN VIVRE OTTMARSHEIM,14.0,0.0,1.0,313.0,20.94,47.35,0.0
68256,Pfastatt,1.0,LDVD,M,HILLMEYER,Francis,AVEC LE COEUR ET LA RAISON,22.0,0.0,2.0,1020.0,14.35,50.25,0.0
68266,Réguisheim,1.0,LNC,M,PAULUS,Frank,ON AIME REGUISHEIM !,14.0,0.0,2.0,307.0,19.73,36.85,0.0
68271,Riedisheim,2.0,LDVC,M,RICHARD,Loïc,AGIR AUJOURD'HUI,24.0,0.0,3.0,1390.0,15.94,41.17,0.0
68355,Waldighoffen,2.0,LNC,M,SCHIELIN,Jean-Claude,"toujours avec vous, au coeur de l'action",15.0,0.0,2.0,288.0,25.24,48.98,0.0
69003,Albigny-sur-Saône,2.0,LNC,M,CHIPIER,Yves,UNIS POUR ALBIGNY,17.0,0.0,0.0,389.0,22.17,47.38,0.0
69024,Val d'Oingt,2.0,LDVG,M,TERRIER,Pascal,"VAL D'OINGT, NOUVELLE COMMUNE, NOUVELLE EQUIPE !",21.0,0.0,3.0,674.0,21.15,44.84,1.0
69027,Brignais,4.0,LDVD,M,BERARD,Serge,PARLONS BRIGNAIS 2020,25.0,0.0,10.0,1551.0,17.34,45.74,0.0
69028,Brindas,1.0,LDVD,M,JEAN,Frédéric,BRINDAS AGIR AVEC AMBITION POUR L'AVENIR,23.0,0.0,5.0,1020.0,22.27,52.6,0.0
69029,Bron,2.0,LLR,M,BREAUD,Jérémie,Bron 2020 Protéger Respirer,33.0,0.0,0.0,4043.0,17.89,51.23,0.0
69044,Charbonnières-les-Bains,3.0,LDVC,M,EYMARD,Gérald,BIEN VIVRE A CHARBONNIERES,21.0,0.0,0.0,857.0,19.49,44.89,0.0
69046,Charly,1.0,LDVD,M,ARAUJO,Olivier,AIMER CHARLY AVEC OLIVIER ARAUJO,21.0,0.0,0.0,1037.0,27.1,52.91,0.0
69063,Collonges-au-Mont-d'Or,1.0,LDVD,M,GERMAIN,Alain,COLLONGES D'ABORD,22.0,0.0,0.0,841.0,24.96,59.48,0.0
69064,Condrieu,4.0,LDVD,M,MARION,Philippe,AVENIR ET HABITER CONDRIEU,21.0,0.0,2.0,663.0,24.19,52.33,0.0
69069,Craponne,2.0,LDVD,F,CHADIER,Sandrine,NOUVEAU CAP POUR CRAPONNE,25.0,0.0,0.0,1463.0,17.8,50.0,0.0
69081,Ecully,3.0,LDVD,M,MICHEL,Sébastien,Ecully au coeur,25.0,0.0,0.0,2042.0,16.51,49.6,0.0
69089,Francheville,3.0,LLR,M,RANTONNET,Michel,FRANCHEVILLE NATURELLEMENT,25.0,0.0,0.0,2076.0,21.42,50.88,0.0
69091,Givors,1.0,LDVG,M,BOUDJELLABA,Mohamed,Construisons Ensemble,22.0,0.0,0.0,1303.0,11.77,28.88,1.0
69112,Lentilly,2.0,LDVC,F,SORIN,Nathalie,LENTILLY 2020 - Nathalie SORIN,24.0,0.0,5.0,1495.0,31.15,60.26,0.0
69123SR01,Lyon 1er secteur,8.0,LUG,M,GODINOT,Sylvain,"Ensemble, l'écologie pour Lyon avec Grégory DOUCET",4.0,10.0,0.0,5622.0,32.57,100.0,1.0
69123SR02,Lyon 2eme secteur,1.0,LLR,M,OLIVER,Pierre,"Lyon, la force du rassemblement",4.0,8.0,0.0,4125.0,22.37,55.1,0.0
69123SR03,Lyon 3eme secteur,7.0,LUG,M,DOUCET,Grégory,"Ensemble, l'écologie pour Lyon avec Grégory Doucet",9.0,18.0,0.0,10442.0,19.22,49.95,1.0
69123SR04,Lyon 4eme secteur,8.0,LUG,M,ZINCK,Rémi,"Ensemble, l'écologie pour Lyon avec Grégory Doucet",4.0,8.0,0.0,5464.0,23.28,53.89,1.0
69123SR05,Lyon 5eme secteur,3.0,LVEC,F,GEORGEL,Nadine,"Ensemble, l'écologie pour Lyon avec Grégory DOUCET",6.0,11.0,0.0,4381.0,15.5,41.13,1.0
69123SR06,Lyon 6eme secteur,8.0,LLR,M,BLACHE,Pascal,"Lyon, la force du rassemblement",7.0,14.0,0.0,6323.0,19.93,50.02,0.0
69123SR07,Lyon 7eme secteur,8.0,LUG,F,DUBOT,Fanny,"ensemble, l'écologie pour Lyon avec Grégory DOUCET",8.0,15.0,0.0,9049.0,22.61,61.01,1.0
69123SR08,Lyon 8eme secteur,7.0,LUG,F,ZDOROVTZOFF,Sonia,"Ensemble, l'écologie pour Lyon avec Grégory Doucet",9.0,18.0,0.0,5533.0,14.18,49.88,1.0
69123SR09,Lyon 9eme secteur,3.0,LUG,F,AUGEY,Camille,"Ensemble, l'écologie pour Lyon avec Grégory DOUCET",8.0,15.0,0.0,4999.0,19.05,63.23,1.0
69142,La Mulatière,1.0,LDVD,F,DÉCHAMPS,Véronique,LA MULATIERE CONFLUENCES D'ENERGIES,23.0,0.0,0.0,704.0,18.99,51.16,0.0
69149,Oullins,4.0,LDVD,F,POUZERGUE,Clotilde,100% OULLINS,27.0,0.0,0.0,2883.0,17.05,51.32,0.0
69191,Saint-Cyr-au-Mont-d'Or,4.0,LDVD,M,GUILLOT,Patrick,SAINT CYR AVENIR,22.0,0.0,0.0,1117.0,23.29,50.2,0.0
69194,Saint-Didier-au-Mont-d'Or,2.0,LDVD,F,MATHIEU,Marie-Hélène,ENSEMBLE POUR SAINT DIDIER,23.0,0.0,0.0,1366.0,23.6,50.29,0.0
69199,Saint-Fons,1.0,LUG,M,DUCHÊNE,Christian,SAINT-FONS CITOYENNE ET UNIE,25.0,0.0,0.0,1123.0,13.03,51.68,1.0
69204,Saint-Genis-Laval,4.0,LDVC,F,MILLET,Marylène,Aimer Saint Genis,26.0,0.0,0.0,2518.0,17.16,45.08,0.0
69233,Saint-Romain-au-Mont-d'Or,3.0,LNC,M,HOMBERT,Jean-Marie,Saint Romain Sources d'Inspiration,12.0,0.0,0.0,281.0,30.44,51.85,0.0
69249,Thurins,3.0,LNC,M,CLARON,Claude,UNIS POUR THURINS,19.0,0.0,3.0,608.0,26.9,57.85,0.0
69256,Vaulx-en-Velin,8.0,LSOC,F,GEOFFROY,Hélène,Ensemble avec Hélène Geoffroy pour réussir Vaulx-en-Velin,32.0,0.0,0.0,2454.0,10.4,44.3,1.0
69259,Vénissieux,5.0,LCOM,F,PICARD,Michèle,"LES VENISSIANS RASSEMBLES POUR UNE VILLE HUMAINE, ECOLOGIQUE, SOLIDAIRE ET CITOYENNE",35.0,0.0,0.0,2945.0,9.9,40.02,1.0
69266,Villeurbanne,3.0,LUG,M,VAN STYVENDAEL,Cédric,POUR VILLEURBANNE EN COMMUN,47.0,0.0,0.0,14115.0,16.79,70.38,1.0
69271,Chassieu,1.0,LDVD,M,SELLES,Jean Jacques,CHASSIEU : MON SEUL PARTI,24.0,0.0,0.0,1285.0,16.15,42.09,0.0
69278,Genay,1.0,LDVC,F,GIRAUD,Valérie,ENSEMBLE GENAY DEMAIN,22.0,0.0,0.0,744.0,19.04,50.65,0.0
69282,Meyzieu,7.0,LLR,M,QUINIOU,Christophe,VIVRE MEYZIEU AVEC CHRISTOPHE QUINIOU,27.0,0.0,0.0,2829.0,12.87,37.7,0.0
69283,Mions,2.0,LLR,M,COHEN,Claude,Ensemble continuons - Force d'avenir,26.0,0.0,0.0,2209.0,23.45,58.53,0.0
69285,Pusignan,1.0,LDVD,M,GROSSAT,Pierre,PUSIGNAN CAP 2026,21.0,0.0,3.0,649.0,23.41,50.23,0.0
69292,Sathonay-Camp,2.0,LDVC,M,MONNIER,Damien,Nous Sathonay,22.0,0.0,0.0,795.0,20.77,51.32,0.0
70285,Héricourt,1.0,LDVG,M,BURKHALTER,Fernand,"UNE VILLE ACTIVE, PLUS SÛRE ET ECOLOGIQUE",27.0,0.0,18.0,1649.0,21.84,52.68,1.0
70388,Noidans-lès-Vesoul,3.0,LNC,M,GUILLEMAIN,Sylvain,AVANCER TOUS ENSEMBLE,15.0,0.0,2.0,414.0,28.77,57.66,0.0
71014,Autun,4.0,LDVC,M,CHAUVET,Vincent,"AUTUN, UNE VILLE DANS LE RYTHME",26.0,0.0,19.0,2764.0,28.52,52.96,0.0
71073,Chagny,3.0,LDVD,M,LAURENT,Sebastien,CHAGNY UNIS POUR UN SOUFFLE NOUVEAU,21.0,0.0,5.0,702.0,17.76,41.49,0.0
71105,Charnay-lès-Mâcon,1.0,LDVC,F,ROBIN,Christine,TOUS POUR CHARNAY,21.0,0.0,5.0,1038.0,18.02,45.89,0.0
71132,Ciry-le-Noble,2.0,LNC,M,ROBERT,Alain,NOUVEL ELAN CIRYSIEN,15.0,0.0,1.0,427.0,26.1,52.98,0.0
71137,Cluny,3.0,LDVG,F,FAUVET,Marie,CLUNY CITE VIVE,20.0,0.0,13.0,869.0,26.9,47.02,1.0
71170,Demigny,3.0,LNC,F,DILLY,Marie-Claire,DEMIGNY DE VOUS A NOUS,15.0,0.0,1.0,358.0,26.56,55.42,0.0
71202,Fontaines,2.0,LNC,F,MEUNIER-CHANUT,Nelly,POUR LE RESPECT ET A L'ECOUTE DES FONTENOIS,14.0,0.0,1.0,335.0,21.87,40.61,0.0
71306,Montceau-les-Mines,2.0,LDVD,F,JARROT,Marie-Claude,AIMER MONTCEAU,25.0,0.0,9.0,1954.0,17.24,46.57,0.0
71372,Romanèche-Thorins,3.0,LNC,M,VACHER,Yannick,COLLECTIF D'AVENIR ROMANECHE-THORINS 2020,14.0,0.0,1.0,335.0,24.4,41.56,0.0
71373,Romenay,3.0,LNC,M,JENNEPIN,Daniel,ROMENAY REALISTE,15.0,0.0,2.0,289.0,22.08,49.66,0.0
71448,Saint-Martin-Belle-Roche,1.0,LNC,M,DESPLAT,Bernard,ENGAGES POUR VOUS A SAINT MARTIN BELLE ROCHE,11.0,0.0,1.0,250.0,25.54,45.62,0.0
71486,Saint-Vallier,1.0,LDVG,M,PHILIBERT,Alain,"SAINT-VALLIER UNIE, SAINT-VALLIER GRANDIT",23.0,0.0,4.0,1242.0,18.44,57.66,1.0
72001,Aigné,2.0,LNC,F,MULLET,Karine,"Notre Priorité, C'est Vous!",15.0,0.0,1.0,349.0,26.89,51.1,0.0
72124,Ecommoy,3.0,LDVC,M,GOUHIER,Sébastien,UNIS POUR ECOMMOY,21.0,0.0,6.0,716.0,20.28,51.18,0.0
72181,Le Mans,1.0,LSOC,M,LE FOLL,Stéphane,Le Mans Evidemment,45.0,0.0,30.0,14317.0,15.95,63.14,1.0
72264,Sablé-sur-Sarthe,4.0,LDIV,M,LEUDIÈRE,Nicolas,Sablé 2020,25.0,0.0,12.0,1472.0,18.62,47.96,0.0
72269,Saint-Calais,2.0,LNC,M,MERCIER,Marc,Unis Pour Notre Ville,18.0,0.0,6.0,576.0,27.31,52.84,0.0
72329,Savigné-l'Evêque,2.0,LDVG,F,LEMEUNIER,Isabelle,Une Nouvelle Energie pour Savigné,21.0,0.0,4.0,826.0,23.94,50.61,1.0
72378,Vion,1.0,LNC,F,TETU-EDIN,Brigitte,Partageons demain,12.0,0.0,2.0,282.0,25.9,50.09,0.0
72386,Yvré-l'Evêque,3.0,LDVG,F,FLEURY,Damienne,Avec Vous Yvré Durablement,21.0,0.0,2.0,922.0,25.68,53.17,1.0
73029,Barberaz,1.0,LDVG,M,BOIX-NEVEU,Arthur,"Mieux vivre à Barberaz, dans le respect et l'écoute de ses habitants",20.0,0.0,2.0,851.0,23.3,44.02,1.0
73051,Le Bourget-du-Lac,1.0,LDVG,M,MERCAT,Nicolas,VIVRE LE BOURGET-DU-LAC,21.0,0.0,3.0,805.0,25.15,49.63,1.0
73054,Bourg-Saint-Maurice,3.0,LDIV,M,DESRUES,Guillaume,"BAM Bourg- Saint- Maurice, les Arcs et moi",24.0,0.0,8.0,1734.0,33.93,62.55,0.0
73065,Chambéry,7.0,LDVG,M,REPENTIN,Thierry,Demain Chambéry,35.0,0.0,23.0,6559.0,20.22,52.75,1.0
73121,Frontenex,1.0,LNC,M,DURAY,Claude,FRONTENEX ENSEMBLE,15.0,0.0,2.0,322.0,25.31,50.95,0.0
73213,La Ravoire,3.0,LDVC,M,GENNARO,Alexandre,LA RAVOIRE AU COEUR AVEC L'EQUIPE D'ALEXANDRE GENNARO,21.0,0.0,3.0,1036.0,17.74,40.88,0.0
73227,Courchevel,1.0,LNC,M,PACHOD,Jean Yves,VIVRE COURCHEVEL,17.0,0.0,5.0,583.0,29.71,46.12,0.0
73296,Tignes,1.0,LNC,M,REVIAL,Serge,NATURELLEMENT TIGNES,15.0,0.0,4.0,500.0,31.25,49.36,0.0
73306,Valloire,2.0,LNC,M,ROUGEAUX,Jean-Pierre,Cap sur l'Avenir de Valloire,12.0,0.0,3.0,441.0,40.99,52.19,0.0
74010,Annecy,3.0,LECO,M,ASTORG,François,REVEILLONS ANNECY !,51.0,0.0,35.0,12664.0,15.55,44.74,1.0
74082,Collonges-sous-Salève,2.0,LDVD,F,THORET-MAIRESSE,Valérie,l'equilibre pour collonges,20.0,0.0,3.0,411.0,20.89,41.27,0.0
74085,Les Contamines-Montjoie,1.0,LNC,M,BARBIER,François,Ensemble les Contamines,12.0,0.0,1.0,471.0,40.6,51.48,0.0
74096,Cruseilles,2.0,LDIV,F,MERMILLOD,Sylvie,cruseilles autrement pour demain,19.0,0.0,7.0,635.0,19.9,37.73,0.0
74105,Douvaine,3.0,LDVC,F,CHUINARD,Claire,DOUVAINE ATOUT COEUR,21.0,0.0,2.0,595.0,17.12,43.78,0.0
74118,Étrembières,1.0,LNC,F,MARTIN,Anny,fiers d'etrembières,15.0,0.0,2.0,211.0,21.18,51.72,0.0
74123,Faverges-Seythenex,1.0,LDVG,M,DALEX,Jacques,ENVIE COMMUNE,23.0,0.0,11.0,1012.0,18.4,38.29,1.0
74143,Les Houches,1.0,LNC,F,BOSSONNEY,Ghislaine,"""BIEN VIVRE AUX HOUCHES""",19.0,0.0,8.0,653.0,26.61,58.94,0.0
74183,Mieussy,1.0,LNC,M,FORESTIER,Régis,"MIEUSSY:  ""UNIS POUR L'AVENIR""",15.0,0.0,4.0,528.0,27.62,52.8,0.0
74208,Passy,3.0,LDVG,M,CASTÉRA,Raphaël,RÉUSSIR POUR PASSY,27.0,0.0,8.0,1923.0,22.48,61.61,1.0
74220,Reignier-Ésery,2.0,LDVC,F,PETEX-LEVET,Christelle,VivRE et + encore,21.0,0.0,9.0,933.0,16.73,40.2,0.0
74224,La Roche-sur-Foron,4.0,LECO,M,GEORGET,Jean-Claude,AVEC LES ROCHOIS.ES,24.0,0.0,11.0,1260.0,18.17,40.79,1.0
74225,Rumilly,3.0,LDVD,M,HEISON,Christian,"RUMILLY, UNE DYNAMIQUE POUR UN TERRITOIRE",23.0,0.0,14.0,1315.0,13.74,38.09,0.0
74256,Sallanches,5.0,LDVD,M,MORAND,Georges,SALLANCHES DES PROJETS A VIVRE ENSEMBLE,24.0,0.0,11.0,2387.0,19.84,43.56,0.0
74263,Sciez,3.0,LDVD,M,DEMOLIS,Cyril,SCIEZ POUR TOUS,22.0,0.0,2.0,756.0,17.56,46.52,0.0
74278,Thyez,1.0,LDVD,M,GYSELINCK,Fabrice,THYEZ 2.0 ENCORE MIEUX DEMAIN,22.0,0.0,5.0,799.0,20.2,49.11,0.0
74280,Thônes,2.0,LDVD,M,BIBOLLET,Pierre,UN AVENIR POUR TOUS À THÔNES,22.0,0.0,7.0,1060.0,23.69,52.74,0.0
74281,Thonon-les-Bains,7.0,LDVD,M,ARMINJON,Christophe,REUSSIR THONON AVEC CHRISTOPHE ARMINJON,29.0,0.0,16.0,3812.0,16.45,48.36,0.0
75056SR01,Paris 1er secteur,8.0,LUG,M,WEIL,Ariel,ANNE HIDALGO - PARIS EN COMMUN ET L'ECOLOGIE POUR PARIS,7.0,12.0,2.0,13813.0,21.07,53.32,1.0
75056SR05,Paris 5eme secteur,13.0,LUD,F,BERTHOUT,Florence,LISTE D'UNION DE LA DROITE ET DU CENTRE POUR LE 5E,3.0,8.0,1.0,8457.0,22.64,51.92,0.0
75056SR06,Paris 6eme secteur,7.0,LUD,M,LECOQ,Jean-Pierre,L'UNION POUR LE 6E,2.0,8.0,1.0,5309.0,20.11,52.26,0.0
75056SR08,Paris 8eme secteur,2.0,LUD,F,D'HAUTESERRE,Jeanne,"ENGAGÉS POUR CHANGER PARIS, AVEC RACHIDA DATI",3.0,7.0,1.0,4088.0,16.55,46.34,0.0
75056SR09,Paris 9eme secteur,4.0,LUC,F,BÜRKLI,Delphine,ENSEMBLE POUR PARIS AVEC AGNÈS BUZYN,3.0,7.0,1.0,7110.0,17.93,43.68,0.0
75056SR10,Paris 10eme secteur,9.0,LUG,F,CORDEBARD,Alexandra,ANNE HIDALGO - PARIS EN COMMUN - L'ECOLOGIE POUR PARIS,7.0,13.0,2.0,14036.0,25.15,67.94,1.0
75056SR11,Paris 11eme secteur,9.0,LUG,M,VAUGLIN,François,ANNE HIDALGO - PARIS EN COMMUN ET L'ECOLOGIE POUR PARIS,10.0,19.0,4.0,22939.0,24.92,66.73,1.0
75056SR12,Paris 12eme secteur,3.0,LUG,M,GRÉGOIRE,Emmanuel,ANNE HIDALGO - PARIS EN COMMUN - L'ECOLOGIE POUR PARIS,8.0,16.0,3.0,18671.0,20.38,54.98,1.0
75056SR13,Paris 13eme secteur,6.0,LUG,M,COUMET,Jérôme,ANNE HIDALGO - PARIS EN COMMUN ET L'ECOLOGIE POUR PARIS,11.0,22.0,5.0,23805.0,21.58,63.88,1.0
75056SR14,Paris 14eme secteur,8.0,LUG,F,PETIT,Carine,"ANNE HIDALGO, PARIS EN COMMUN - L'ECOLOGIE POUR PARIS",8.0,15.0,3.0,15738.0,18.41,47.91,1.0
75056SR15,Paris 15eme secteur,7.0,LUD,F,EVREN,Agnès,ENGAGES POUR CHANGER PARIS AVEC RACHIDA DATI,14.0,28.0,6.0,28761.0,20.11,53.53,0.0
75056SR16,Paris 16eme secteur,1.0,LUD,M,SZPINER,Francis,"Engagés pour changer Paris, avec Rachida Dati",12.0,23.0,5.0,22807.0,23.6,76.2,0.0
75056SR17,Paris 17eme secteur,5.0,LUD,M,BOULARD,Geoffroy,"ENGAGÉS POUR CHANGER PARIS, AVEC RACHIDA DATI",10.0,19.0,4.0,20206.0,20.09,55.93,0.0
75056SR18,Paris 18eme secteur,2.0,LUG,M,LEJOINDRE,Eric,ANNE HIDALGO - PARIS EN COMMUN ET L'ECOLOGIE POUR PARIS,13.0,25.0,5.0,21866.0,20.27,62.06,1.0
75056SR19,Paris 19eme secteur,3.0,LUG,M,DAGNAUD,François,ANNE HIDALGO - PARIS EN COMMUN - L'ECOLOGIE POUR PARIS,12.0,24.0,5.0,21914.0,20.63,67.88,1.0
75056SR20,Paris 20eme secteur,3.0,LUG,M,PLIEZ,Eric,ANNE HIDALGO - PARIS EN COMMUN - L'ECOLOGIE POUR PARIS,12.0,23.0,5.0,22612.0,19.51,56.96,1.0
76005,Amfreville-la-Mi-Voie,1.0,LNC,M,LANGLOIS,Hugo,"Amfreville Dynamique, Durable et Solidaire",18.0,0.0,1.0,478.0,22.04,55.84,0.0
76101,Blangy-sur-Bresle,3.0,LNC,M,ARNOUX,Éric,BLANGY ENSEMBLE,19.0,0.0,7.0,673.0,29.63,58.57,0.0
76108,Bois-Guillaume,1.0,LDIV,M,PEREZ,Théo,IMAGINONS BOIS-GUILLAUME,25.0,0.0,2.0,2059.0,19.95,46.52,0.0
76114,Bolbec,2.0,LDIV,M,DORE,Christophe,BOLBEC ENSEMBLE CONTINUONS,26.0,0.0,9.0,1390.0,19.18,50.58,0.0
76219,Doudeville,4.0,LNC,M,DURÉCU,Daniel,Doudeville demain,14.0,0.0,6.0,445.0,23.4,45.92,0.0
76254,Etretat,1.0,LNC,M,BAILLARD,André,ETRETAT CROIRE ET OSER,11.0,0.0,1.0,308.0,25.29,41.23,0.0
76255,Eu,2.0,LDVG,M,BARBIER,Michel,LA VILLE ENSEMBLE,22.0,0.0,8.0,1232.0,21.46,49.03,1.0
76259,Fécamp,1.0,LDVD,F,POUSSIER-WINSBACK,Marie-Agnès,L'IMPORTANT C'EST FECAMP,25.0,0.0,21.0,2905.0,21.09,51.52,0.0
76276,Forges-les-Eaux,1.0,LDVD,M,LEJEUNE,Michel,L'ALLIANCE : L'EXPÉRIENCE ET LE RENOUVEAU,22.0,0.0,7.0,827.0,29.62,49.64,0.0
76319,Grand-Couronne,4.0,LSOC,F,LESAGE,Julie,Avec vous pour Grand-Couronne,22.0,0.0,2.0,1405.0,21.17,49.16,1.0
76351,Le Havre,4.0,LDVC,M,PHILIPPE,Edouard,LE HAVRE!,47.0,0.0,47.0,25159.0,24.0,58.83,0.0
76429,Le Mesnil-Esnard,4.0,LDIV,M,VENNIN,Jean-Marc,L'avenir avec vous,20.0,0.0,1.0,813.0,13.27,34.57,0.0
76451,Mont-Saint-Aignan,4.0,LUD,F,FLAVIGNY,Catherine,AIMER TOUJOURS ET ENCORE MONT SAINT AIGNAN,25.0,0.0,3.0,2222.0,17.69,49.98,0.0
76482,Offranville,3.0,LNC,F,VANDECANDELAERE,Imelda,UNE VRAIE VISION POUR OFFRANVILLE,18.0,0.0,3.0,837.0,30.89,53.48,0.0
76533,Rogerville,3.0,LNC,F,CHIROL,Avelyne,ROGERVILLE POUR TOUS,12.0,0.0,1.0,349.0,29.96,52.8,0.0
76540,Rouen,5.0,LUG,M,MAYER-ROSSIGNOL,Nicolas,FIERS DE ROUEN,46.0,0.0,20.0,10889.0,19.24,67.12,1.0
76638,Saint-Pierre-en-Val,1.0,LNC,M,ROCHE,Daniel,AGIR POUR TOUS,11.0,0.0,1.0,262.0,28.7,44.41,0.0
76681,Sotteville-lès-Rouen,3.0,LDVG,F,PANE,Luce,RASSEMBLEE SOTTEVILLE AVANCE,27.0,0.0,5.0,2787.0,14.03,48.42,1.0
76709,Le Trait,4.0,LDVG,M,CALLAIS,Patrick,"Le Trait ensemble et autrement, continuons",22.0,0.0,1.0,812.0,21.51,55.46,1.0
77014,Avon,1.0,LLR,F,NOUHAUD,Marie-Charlotte,TERRE D'AVON,27.0,0.0,9.0,1953.0,22.95,60.22,0.0
77018,Bailly-Romainvilliers,1.0,LDVD,F,GBIORCZYK,Anne,BIEN VIVRE BAILLY,22.0,0.0,6.0,885.0,19.88,47.2,0.0
