Code commune,Libellé de la commune,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,Ordre_candidat,D_elec_2020
68068,Dannemarie,LUDI,M,MUMBACH,Paul,TOUS ENSEMBLE POUR DANNEMARIE,15,0.0,6.0,549.0,39.96,50.79,2,0.0
68078,Eguisheim,LDVG,M,CENTLIVRE,Claude,UNIS POUR L'AVENIR D'EGUISHEIM,14,0.0,3.0,478.0,34.79,44.55,1,1.0
68082,Ensisheim,LUDI,M,HABIG,Michel,Réussir l'Avenir,23,0.0,8.0,1726.0,30.87,55.21,2,0.0
68112,Guebwiller,LUDI,M,KLEITZ,Francis,LE NOUVEL ESSOR POUR GUEBWILLER,25,0.0,7.0,2346.0,29.49,50.21,2,0.0
68120,Hagenthal-le-Bas,LDVD,M,GASSER,François,"Ensemble, avançons pour Hagenthal-le-Bas",12,0.0,2.0,303.0,34.83,45.84,3,0.0
68195,Lutterbach,LVEC,M,NEUMANN,Rémy,REUSSIR ENSEMBLE LUTTERBACH,22,0.0,2.0,1351.0,29.56,48.54,1,1.0
68224,Mulhouse,LUMP,M,ROTTNER,Jean,EN AVANT MULHOUSE AVEC JEAN ROTTNER,41,0.0,26.0,12171.0,21.88,45.77,2,0.0
68271,Riedisheim,LDVD,M,NEMETT,Hubert,ENSEMBLE POUR RIEDISHEIM,25,0.0,3.0,2175.0,23.13,45.94,3,0.0
68287,Rouffach,LUMP,M,TOUCAS,Jean-Pierre,ROUFFACH PASSIONNEMENT - UNE NOUVELLE ENERGIE,21,0.0,8.0,1192.0,38.9,52.21,2,0.0
68315,Soultz-Haut-Rhin,LDVG,M,MEYER,Denis,DECIDONS NOTRE VILLE,20,0.0,5.0,1194.0,24.22,35.73,1,1.0
68321,Staffelfelden,LDVG,M,BELLONI,Thierry,POUR STAFFELFELDEN - NOUS SOMMES PRETS,20,0.0,1.0,984.0,31.84,47.98,1,1.0
68375,Wittelsheim,LDVD,M,GOEPFERT,Yves,ENTENTE CITOYENNE POUR WITTELSHEIM,25,0.0,2.0,2617.0,30.5,50.29,2,0.0
68376,Wittenheim,LSOC,M,HOMÉ,Antoine,ENTENTE CITOYENNE POUR WITTENHEIM,25,0.0,3.0,2886.0,27.57,47.76,1,1.0
69027,Brignais,LDVD,M,MINSSIEUX,Paul,TOUS ENSEMBLE POUR BRIGNAIS,25,0.0,9.0,2225.0,25.78,48.17,3,0.0
69028,Brindas,LDVD,M,BEFFY,Christian,BRINDAS JUSTE POUR VOUS,21,0.0,4.0,1146.0,27.99,42.83,3,0.0
69029,Bron,LSOC,F,GUILLEMOT,Annie,ENSEMBLE POUR BRON,27,0.0,3.0,4658.0,21.06,36.71,1,1.0
69040,Champagne-au-Mont-d'Or,LDIV,M,DIAMANTIDIS,Pierre,AVEC VOUS POUR CHAMPAGNE AVEC DEJEAN Bernard,23,0.0,1.0,1328.0,34.96,59.26,1,0.0
69044,Charbonnières-les-Bains,LDVD,M,EYMARD,Gérald,RELANCER CHARBONNIERES,21,0.0,1.0,1347.0,33.33,55.57,2,0.0
69063,Collonges-au-Mont-d'Or,LDVD,F,REYNARD,Claude,TOUS ENSEMBLE POUR COLLONGES,20,0.0,1.0,752.0,24.45,45.74,3,0.0
69068,Couzon-au-Mont-d'Or,LDVD,M,VERON,Patrick,TRAJECTOIRE COUZON 2020,18,0.0,1.0,608.0,34.49,52.73,2,0.0
69069,Craponne,LDVD,M,GALLIANO,Alain,Ensemble pour Craponne,21,0.0,1.0,1833.0,24.59,42.7,3,0.0
69081,Ecully,LDVD,M,UHLRICH,Yves-Marie,EN CONFIANCE POUR ÉCULLY,28,0.0,2.0,3852.0,30.38,65.32,2,0.0
69089,Francheville,LUD,M,RANTONNET,Michel,FRANCHEVILLE AUTREMENT 2014,26,0.0,1.0,3308.0,35.44,53.89,2,0.0
69091,Givors,LUG,M,PASSI,Martial,GIVORS AU COEUR,25,0.0,2.0,2829.0,25.53,47.85,1,1.0
69096,Grigny,LDVD,M,ODO,Xavier,GRIGNY ENSEMBLE,23,0.0,1.0,2043.0,34.65,53.51,3,0.0
69123SR01,Lyon 1er secteur,LFG,F,PERRIN-GILBERT,Nathalie,Lyon Citoyenne & Solidaire Premier Arrondissement,3,7.0,2.0,4181.0,25.35,44.52,1,0.0
69123SR02,Lyon 2eme secteur,LUD,M,BROLIQUIER,Denis,Michel HAVARD Génération Lyon 2e,4,8.0,2.0,5248.0,31.12,52.98,2,0.0
69123SR03,Lyon 3eme secteur,LUG,M,PHILIP,Thierry,EVIDEMMENT LYON AVEC GERARD COLLOMB,10,19.0,10.0,15752.0,30.21,53.82,1,1.0
69123SR04,Lyon 4eme secteur,LUG,M,KIMELFELD,David,EVIDEMMENT LYON AVEC GERARD COLLOMB,4,8.0,3.0,6097.0,27.02,47.03,2,1.0
69123SR05,Lyon 5eme secteur,LUG,M,RUDIGOZ,Thomas,EVIDEMMENT LYON AVEC GERARD COLLOMB,6,12.0,4.0,8120.0,28.62,48.47,1,1.0
69123SR07,Lyon 7eme secteur,LUG,F,PICOT,Myriam,EVIDEMMENT LYON AVEC GERARD COLLOMB,8,14.0,8.0,11422.0,31.26,58.08,1,1.0
69123SR08,Lyon 8eme secteur,LUG,M,COULON,Christian,EVIDEMMENT LYON AVEC GERARD COLLOMB,9,19.0,8.0,10183.0,26.9,53.3,1,1.0
69123SR09,Lyon 9eme secteur,LUG,M,COLLOMB,Gérard,EVIDEMMENT LYON AVEC GERARD COLLOMB,8,15.0,5.0,7504.0,30.55,59.59,1,1.0
69143,Neuville-sur-Saône,LDVD,F,GLATARD,Valérie,ENSEMBLE VIVONS NEUVILLE,22,0.0,1.0,1181.0,25.82,48.05,3,0.0
69194,Saint-Didier-au-Mont-d'Or,LDVD,M,BOUSSON,Denis,AGIR ENSEMBLE POUR SAINT-DIDIER-AU-MONT- D'OR,22,0.0,1.0,1571.0,29.48,47.78,2,0.0
69199,Saint-Fons,LDVD,F,FRIER,Nathalie,LE RENOUVEAU DE SAINT FONS,26,0.0,1.0,2113.0,25.77,51.92,3,0.0
69202,Sainte-Foy-lès-Lyon,LUD,F,SARSELLI,Véronique,POUR SAINTE FOY,25,0.0,2.0,3744.0,23.74,39.63,2,0.0
69204,Saint-Genis-Laval,LUDI,M,CRIMIER,Roland,SAINT-GENIS NOTRE VILLE,27,0.0,2.0,4018.0,25.56,49.46,2,0.0
69208,Saint-Germain-Nuelles,LDIV,M,ANCIAN,Noël,REUSSIR SAINT GERMAIN NUELLES,15,0.0,2.0,592.0,36.75,51.03,1,0.0
69231,Saint-Pierre-la-Palud,LDIV,M,GENOUX,Pierre,UN NOUVEL ELAN POUR SAINT PIERRE,17,0.0,2.0,615.0,33.03,47.9,3,0.0
69244,Tassin-la-Demi-Lune,LUMP,M,CHARMOT,Pascal,Ensemble osons autrement Tassin la Demi-Lune,25,0.0,2.0,3664.0,27.83,49.3,2,0.0
69256,Vaulx-en-Velin,LSOC,F,GEOFFROY,Hélène,"Rassemblement vaudais, républicain et solidaire",31,0.0,3.0,3760.0,17.1,41.66,2,1.0
69259,Vénissieux,LFG,F,PICARD,Michèle,AVEC MICHÈLE PICARD RASSEMBLER LES VÉNISSIANS TENIR LE CAP A GAUCHE,34,0.0,5.0,4967.0,17.31,37.64,1,0.0
69264,Villefranche-sur-Saône,LUD,M,PERRUT,Bernard,ENSEMBLE POUR VILLEFRANCHE,28,0.0,17.0,3926.0,20.6,39.72,2,0.0
69266,Villeurbanne,LUG,M,BRET,Jean-Paul,"VILLEURBANNE, L'AUDACE ENSEMBLE",41,0.0,13.0,16662.0,20.77,45.47,1,1.0
69271,Chassieu,LDVD,M,SELLÈS,Jean-Jacques,CHASSIEU NOTRE LIGNE DE VILLE,22,0.0,1.0,2330.0,30.59,48.1,3,0.0
69273,Corbas,LUG,M,TALBOT,Jean-Claude,VIVONS CORBAS,24,0.0,1.0,1927.0,27.28,44.27,1,1.0
69275,Décines-Charpieu,LUMP,F,FAUTRA,Laurence,DECINES C'EST VOUS,26,0.0,2.0,4063.0,24.43,43.21,2,0.0
69283,Mions,LUMP,M,COHEN,Claude,"Ensemble, construisons l'avenir avec Claude Cohen",25,0.0,1.0,2520.0,29.58,45.79,3,0.0
69286,Rillieux-la-Pape,LUD,M,VINCENDET,Alexandre,Le renouveau pour notre ville,26,0.0,2.0,4735.0,27.41,48.79,3,0.0
69289,Saint-Pierre-de-Chandieu,LDVD,M,IBANEZ,Raphaël,UNION POUR SAINT PIERRE,21,0.0,4.0,1189.0,34.42,53.73,2,0.0
69290,Saint-Priest,LUMP,M,GASCON,Gilles,NOTRE VILLE NOTRE AVENIR,32,0.0,4.0,6795.0,25.48,46.07,2,0.0
69292,Sathonay-Camp,LDIV,M,ABADIE,Pierre,SATHONAY CAMP CAP 2020 LES RACINES DU FUTUR,20,0.0,1.0,792.0,24.41,42.58,1,0.0
69294,Sérézin-du-Rhône,LDVG,M,GRÉGOIRE,Jean-Louis,REUSSIR SEREZIN,18,0.0,3.0,728.0,38.06,56.96,1,1.0
69295,Simandres,LDIV,M,RODRIGUEZ,José,SIMANDRES AVEC VOUS,15,0.0,2.0,532.0,45.05,55.07,2,0.0
69297,Ternay,LDVD,M,BRUN,Jean-Jacques,TERNAY D'ABORD,22,0.0,6.0,1023.0,28.77,47.83,3,0.0
70207,Echenoz-la-Méline,LDIV,M,VIEILLE,Serge,L'UNION POUR ECHENOZ-LA-MELINE,18,0.0,3.0,795.0,33.45,53.68,2,0.0
70279,Gray,LUMP,M,LAURENÇOT,Christophe,ENSEMBLE A GRAY,23,0.0,8.0,1277.0,35.6,57.6,2,0.0
70285,Héricourt,LSOC,M,BURKHALTER,Fernand,DIALOGUER RASSEMBLER AGIR,24,0.0,11.0,1896.0,26.29,41.87,2,1.0
70451,Ronchamp,LDVG,M,MILLE,Jean-Claude,"POUR RONCHAMP, UNE MINE D'ENGAGEMENTS",17,0.0,5.0,669.0,30.53,47.11,2,1.0
70467,Saint-Loup-sur-Semouse,LSOC,M,BORDOT,Thierry,"POUR SAINT-LOUP, CONTINUONS ENSEMBLE",16,0.0,5.0,598.0,25.4,40.24,1,1.0
71014,Autun,LDIV,M,REBEYROTTE,Rémy,POUR AUTUN,25,0.0,21.0,3266.0,32.57,51.93,1,0.0
71047,Bourbon-Lancy,LDVG,F,GUEUGNEAU,Edith,RASSEMBLEMENT DEMOCRATIQUE BOURBONNIEN,22,0.0,7.0,1342.0,33.12,46.34,2,1.0
71105,Charnay-lès-Mâcon,LDIV,M,ANDRES,Jean-Louis,AGIR OU L'ON VIT,21,0.0,6.0,1250.0,24.4,39.17,2,0.0
71137,Cluny,LDVD,M,BONIAU,Henri,CLUNY ALTERNATIVE 2014,20,0.0,14.0,1013.0,32.11,44.43,3,0.0
71153,Le Creusot,LUG,M,BILLARDON,André,"LE CREUSOT, DE L'AMBITION POUR TOUS",27,0.0,11.0,4121.0,27.57,51.99,1,1.0
71187,Ecuisses,LDVG,F,CALDERON,Edith,"AVEC VOUS, ENCORE PLUS LOIN...",14,0.0,1.0,375.0,27.63,45.68,1,1.0
71202,Fontaines,LDVD,M,GRESS,Jean-Claude,BIEN VIVRE A FONTAINES,15,0.0,2.0,532.0,34.5,48.81,3,0.0
71230,Gueugnon,LSOC,M,LOTTE,Dominique,AVEC VOUS CONSTRUISONS L'AVENIR,23,0.0,12.0,2007.0,34.73,51.11,2,1.0
71263,Louhans,LDVD,M,BOUCHET,Frédéric,"LOUHANS-CHATEAURENAUD, NOTRE VILLE PLUS FORTE",22,0.0,8.0,1442.0,30.43,45.72,3,0.0
71306,Montceau-les-Mines,LDVD,F,JARROT,Marie-Claude,MONTCEAU MA VILLE,25,0.0,9.0,3835.0,30.04,50.36,2,0.0
71310,Montchanin,LSOC,M,VERNOCHET,Jean Yves,ENSEMBLE CONTINUONS POUR MONTCHANIN,22,0.0,2.0,1277.0,32.95,51.16,1,1.0
71417,Saint-Gengoux-le-National,LUDI,M,DELORME,René,AVEC VOUS UN GRAND SAINT-GENGOUX,12,0.0,3.0,329.0,40.62,59.93,2,0.0
71419,Saint-Germain-du-Bois,LDVD,F,ROBELIN,Nadine,UNIS POUR SAINT GERMAIN,15,0.0,5.0,594.0,40.8,53.56,4,0.0
71445,Saint-Marcel,LDVD,M,BURDIN,Raymond,SAINT MARCEL ENSEMBLE,23,0.0,2.0,1502.0,33.78,53.89,2,0.0
71543,Tournus,LDVD,M,ROCHE,Claude,POUR TOURNUS AVEC VOUS,23,0.0,12.0,1460.0,33.27,56.5,2,0.0
72001,Aigné,LDVD,M,PORTE,Patrick,AIGNÉ AUTREMENT AVEC VOUS,14,0.0,2.0,375.0,29.88,41.95,3,0.0
72053,Challes,LDVD,M,FOURMY,Guy,L'AVENIR DE CHALLES ENSEMBLE,12,0.0,2.0,330.0,35.07,58.51,1,0.0
72124,Ecommoy,LMDM,M,GOUHIER,Sébastien,UNIS POUR ECOMMOY,22,0.0,6.0,1306.0,38.25,59.34,1,0.0
72181,Le Mans,LUG,M,BOULARD,Jean-Claude,LE MANS POUR TOUS,40,0.0,22.0,23030.0,24.86,45.74,1,1.0
72213,Mulsanne,LDIV,M,LECOQ,Jean-Yves,VIVRE À MULSANNE,21,0.0,2.0,1330.0,34.46,56.55,2,0.0
72300,Saint-Mars-la-Brière,LDVG,M,VERNHETTES,Patrice,UNE ÉNERGIE NOUVELLE POUR MIEUX VIVRE ENSEMBLE,13,0.0,3.0,426.0,22.55,35.18,3,1.0
72320,Saint-Saturnin,LDVD,M,GOULETTE,Yvan,SAINT-SATURNIN ... AUTREMENT,16,0.0,2.0,456.0,25.25,37.41,1,0.0
73006,Aime,LDIV,F,MAIRONI-GONTHIER,Corinne,Aime-Longefoy-Tessens-Villette au coeur de notre action,21,0.0,6.0,1198.0,38.63,55.8,1,0.0
73011,Albertville,LDVD,F,BERTHET,Martine,DEBOUT ALBERTVILLE,25,0.0,12.0,3061.0,26.88,49.95,3,0.0
73015,Les Allues,LDIV,M,MONIN,Thierry,Ensemble préparons l'avenir,15,0.0,4.0,578.0,39.32,52.03,3,0.0
73029,Barberaz,LDVD,M,DUBONNET,David,BARBERAZ ENSEMBLE,21,0.0,2.0,1089.0,31.4,50.65,2,0.0
73032,La Bâthie,LDIV,M,ANDRÉ,Jean-Pierre,Une énergie nouvelle pour La Bâthie,14,0.0,3.0,479.0,28.73,41.69,1,0.0
73054,Bourg-Saint-Maurice,LDVD,M,GIRAUDY,Michel,Agir dans la continuité,20,0.0,5.0,1131.0,22.21,35.8,3,0.0
73065,Chambéry,LUD,M,DANTIN,Michel,"AIMER CHAMBERY, C'EST AGIR POUR VOUS",35,0.0,23.0,10297.0,31.18,54.74,2,0.0
73087,Cognin,LDVG,F,VALLIN-BALAS,Florence,Cognin ensemble,22,0.0,2.0,1300.0,29.75,52.25,1,1.0
73150,Mâcot-la-Plagne,LDIV,M,BOCH,Jean-Luc,ENSEMBLE POUR L'AVENIR,15,0.0,5.0,634.0,37.56,48.92,2,0.0
73181,Moûtiers,LDVD,M,PANNEKOUCKE,Fabrice,Moûtiers Aujourd'hui et Demain,19,0.0,6.0,521.0,28.04,40.64,3,0.0
73227,Saint-Bon-Tarentaise,LDIV,M,MUGNIER,Philippe,BATISSONS UN AVENIR DURABLE POUR SAINT-BON COURCHEVEL,14,0.0,4.0,583.0,35.92,44.92,3,0.0
73248,Saint-Jean-de-Maurienne,LDVD,M,CHARVOZ,Pierre-Marie,ENSEMBLE POUR SAINT JEAN,23,0.0,11.0,1861.0,36.38,56.48,2,0.0
73296,Tignes,LDIV,M,VITALE,Jean-Christophe,Génération Tignes,15,0.0,4.0,648.0,40.96,50.51,2,0.0
73329,Voglans,LDIV,M,MERCIER,Yves,"VOGLANS 2020, ENSEMBLE",14,0.0,2.0,373.0,29.6,39.02,3,0.0
74010,Annecy,LUD,M,RIGAUT,Jean-Luc,Liste Jean-Luc RIGAUT Portons haut les valeurs d'ANNECY,33,0.0,14.0,7331.0,21.85,45.11,2,0.0
74012,Annemasse,LDVG,M,DUPESSEY,Christian,"ANNEMASSE ENSEMBLE, L'AVENIR AU QUOTIDIEN",29,0.0,13.0,3476.0,20.89,47.43,1,1.0
74013,Anthy-sur-Léman,LDVD,M,BAUR,Jean-Louis,REUSSIR AVEC VOUS,16,0.0,2.0,648.0,41.59,61.42,1,0.0
74014,Arâches,LDVD,M,IOCHUM,Marc,TOUS UNIS POUR REUSSIR,15,0.0,3.0,633.0,41.02,58.61,1,0.0
74037,Boëge,LDVD,M,MUSARD,Jean-Paul,BIEN VIVRE À BOËGE,16,0.0,4.0,524.0,40.75,65.42,2,0.0
74043,Bons-en-Chablais,LDVD,M,BEREZIAT,Patrice,"BONS, EN AVANT",21,0.0,3.0,954.0,27.26,47.94,3,0.0
74081,Cluses,LDVD,M,MIVEL,Jean-Louis,AIMONS CLUSES NOTRE VILLE LISTE DE RASSEMBLEMENT MUNICIPAL,24,0.0,9.0,2304.0,24.9,41.19,3,0.0
74082,Collonges-sous-Salève,LDVD,M,ETALLAZ,Georges,UNIS POUR COLLONGES,20,0.0,3.0,510.0,24.73,43.37,2,0.0
74093,Cran-Gevrier,LUG,M,BOUTRY,Jean,ENVIE(S) DE CRAN-GEVRIER,24,0.0,5.0,2335.0,23.2,44.58,1,1.0
74096,Cruseilles,LDVD,M,BOUCHET,Daniel,UNIS POUR CRUSEILLES,20,0.0,7.0,834.0,29.23,43.73,2,0.0
74123,Faverges,LDVD,M,CATTANEO,Marcel,FAVERGES AVANCE,21,0.0,8.0,1230.0,25.74,43.01,2,0.0
74140,Habère-Poche,LDVD,M,BRON,Marc,"ENSEMBLE, AGIR POUR HABÈRE-POCHE",11,0.0,3.0,318.0,32.38,38.88,2,0.0
74153,Lucinges,LDVG,M,SOULAT,Jean-Luc,Au coeur de Lucinges,14,0.0,2.0,335.0,26.55,42.73,2,1.0
74171,Massongy,LDVD,M,ROULLARD,François,"NOUVELLE VOIE, NOUVELLE ÉCOUTE",12,0.0,2.0,402.0,37.36,58.52,2,0.0
74173,Megève,LDVD,F,JULLIEN-BRECHES,Catherine,VIVRE MEGEVE,20,0.0,5.0,1135.0,31.56,44.91,2,0.0
74182,Meythet,LDVG,F,LAYDEVANT,Christiane,CONTINUONS ENSEMBLE AVEC CHRISTIANE LAYDEVANT,22,0.0,2.0,1460.0,25.8,51.59,1,1.0
74193,La Muraz,LDVD,F,PERINET,Nadine,LA MURAZ...passionnément,11,0.0,2.0,259.0,38.37,48.32,3,0.0
74208,Passy,LDVD,M,KOLLIBAY,Patrick,UNION ET AMBITIONS POUR PASSY,22,0.0,5.0,1330.0,16.41,29.56,4,0.0
74224,La Roche-sur-Foron,LDVD,M,FLAMMIER,Guy,"VOUS, NOUS, POUR LA ROCHE",24,0.0,10.0,1853.0,28.47,45.21,2,0.0
74238,Saint-Jean-d'Aulps,LDVD,M,COTTET-DUMOULIN,Patrick,ST JEAN D'AULPS POUR TOUS,12,0.0,2.0,304.0,36.32,53.24,2,0.0
74243,Saint-Julien-en-Genevois,LUC,M,VIELLIARD,Antoine,Vive Saint Julien en Genevois,25,0.0,11.0,1821.0,25.57,49.62,2,0.0
74268,Seynod,LUD,F,CAMUSSO,Françoise,SEYNOD PASSIONNÉMENT,23,0.0,6.0,2727.0,20.5,36.0,2,0.0
74276,Taninges,LDVG,M,LAURAT,Yves,TANINGES AVENIR,18,0.0,4.0,869.0,34.2,45.0,1,1.0
74281,Thonon-les-Bains,LDVD,M,DENAIS,Jean,THONON AVANCE AVEC JEAN DENAIS,28,0.0,0.0,4631.0,20.26,39.12,3,0.0
74288,Valleiry,LUDI,M,MUGNIER,Frédéric,"VALLEIRY, un nouveau visage",16,0.0,3.0,457.0,20.61,34.36,1,0.0
74303,Villaz,LDVD,M,MARTINOD,Christian,VILLAZ DEMAIN,17,0.0,3.0,702.0,31.51,46.28,2,0.0
74310,Viuz-la-Chiésaz,LDVD,M,LAVIGNE DELVILLE,François,FRANCOIS LAVIGNE DELVILLE,11,0.0,2.0,298.0,27.47,41.39,1,0.0
75056SR02,Paris 2eme secteur,LUG,M,BOUTAULT,Jacques,"Anne HIDALGO, Vivre le 2eme, Rassemblement de la Gauche et des Ecologistes",2,8.0,0.0,3965.0,32.45,58.24,1,1.0
75056SR03,Paris 3eme secteur,LUG,M,AIDENBAUM,Pierre,"Anne HIDALGO Paris qui ose, rassemblement de la Gauche et des Ecologistes",2,8.0,0.0,7012.0,34.45,60.44,1,1.0
75056SR04,Paris 4eme secteur,LUG,M,GIRARD,Christophe,"Anne HIDALGO Paris qui ose, Rassemblement de la Gauche et des Ecologistes",2,8.0,0.0,5253.0,30.41,50.26,1,1.0
75056SR05,Paris 5eme secteur,LUD,F,BERTHOUT,Florence,Une Energie Nouvelle pour le Vème,3,8.0,0.0,11720.0,33.1,51.3,2,0.0
75056SR07,Paris 7eme secteur,LUD,F,DATI,Rachida,Liste d'union UMP-UDI-MODEM avec NKM,4,8.0,0.0,9785.0,31.25,55.47,2,0.0
75056SR08,Paris 8eme secteur,LUD,F,D'HAUTESERRE,Jeanne,Liste d'Union UMP-UDI-MODEM avec Nathalie KOSCIUSKO-MORIZET,3,8.0,0.0,6875.0,29.85,56.44,2,0.0
75056SR09,Paris 9eme secteur,LUD,F,BURKLI,Delphine,Liste d'Union UMP-UDI-MODEM avec Nathalie KOSCIUSKO-MORIZET,3,8.0,0.0,11077.0,30.91,50.36,2,0.0
75056SR10,Paris 10eme secteur,LUG,M,FERAUD,Rémi,"Anne HIDALGO Paris qui ose, Rassemblement de la Gauche et des Ecologistes",6,12.0,0.0,17898.0,35.48,66.04,1,1.0
75056SR11,Paris 11eme secteur,LUG,M,VAUGLIN,François,Anne HIDALGO Paris qui ose,9,18.0,0.0,29915.0,36.0,64.38,1,1.0
75056SR12,Paris 12eme secteur,LUG,F,BARATTI-ELBAZ,Catherine,"Anne HIDALGO Paris qui ose, Rassemblement de la Gauche et des Ecologistes",8,15.0,0.0,27577.0,31.78,53.04,1,1.0
75056SR13,Paris 13eme secteur,LUG,M,COUMET,Jérôme,Anne HIDALGO Paris qui ose,11,21.0,0.0,35859.0,34.24,62.42,1,1.0
75056SR14,Paris 14eme secteur,LUG,F,PETIT,Carine,"Anne HIDALGO Paris qui ose, Rassemblement de la Gauche et des Ecologistes",8,15.0,0.0,26575.0,33.2,53.09,1,1.0
75056SR15,Paris 15eme secteur,LUD,M,GOUJON,Philippe,Liste d'union UMP-UDI-MODEM avec NKM pour Paris et Philippe GOUJON votre maire dans le 15ème,15,30.0,0.0,51154.0,37.8,63.37,2,0.0
75056SR18,Paris 18eme secteur,LUG,M,LEJOINDRE,Eric,"Anne HIDALGO Paris qui ose, rassemblement de la Gauche et des Ecologistes",12,24.0,0.0,32387.0,32.47,62.43,1,1.0
75056SR19,Paris 19eme secteur,LUG,M,DAGNAUD,François,"Anne HIDALGO Paris qui ose, Rassemblement de la Gauche et des Ecologistes",12,23.0,0.0,30542.0,32.05,64.45,1,1.0
75056SR20,Paris 20eme secteur,LUG,F,CALANDRA,Frédérique,"Anne HIDALGO Paris qui ose, Rassemblement de la Gauche et des Ecologistes",11,22.0,0.0,31163.0,29.02,55.07,2,1.0
76057,Barentin,LUG,M,BENTOT,Michel,CONTINUONS ENSEMBLE,25,0.0,5.0,2388.0,27.59,47.97,1,1.0
76178,Cléon,LUG,M,OVIDE,Alain,ENSEMBLE L'ENERGIE D'UNE VILLE,21,0.0,2.0,770.0,23.69,43.55,1,1.0
76212,Darnétal,LDVD,M,LECERF,Christian,POUR DARNETAL UNE EQUIPE DURABLE,22,0.0,2.0,1614.0,27.55,49.42,2,0.0
76217,Dieppe,LCOM,M,JUMEL,Sébastien,Tous pour Dieppe-Dieppe pour tous,30,0.0,18.0,6749.0,31.02,50.37,1,0.0
76222,Duclair,LDVD,M,DELALANDRE,Jean,DONNONS UN AVENIR A DUCLAIR,22,0.0,1.0,1166.0,37.28,58.39,2,0.0
76255,Eu,LDVD,M,DERRIEN,Yves,Osez agir pour EU,22,0.0,7.0,1950.0,32.8,49.38,2,0.0
76259,Fécamp,LUD,F,POUSSIER-WINSBACK,Marie-Agnès,FECAMP PASSIONNEMENT,26,0.0,14.0,4563.0,32.53,52.82,2,0.0
76312,Gournay-en-Bray,LDVD,M,PICARD,Eric,EVOLUONS ENSEMBLE,23,0.0,6.0,1478.0,34.36,53.18,2,0.0
76384,Lillebonne,LDVD,M,LEROUX,Philippe,NOTRE PASSION POUR LILLEBONNE,23,0.0,7.0,1854.0,28.25,51.26,3,0.0
76447,Montivilliers,LDVD,M,FIDELIN,Daniel,"MONTIVILLIERS, LE RENOUVEAU",25,0.0,3.0,3328.0,27.22,46.62,2,0.0
76451,Mont-Saint-Aignan,LUD,F,FLAVIGNY,Catherine,AIMER MONT SAINT AIGNAN,26,0.0,4.0,4388.0,33.46,56.52,2,0.0
76464,La Neuville-Chant-d'Oisel,LDVD,M,DEMAZURE,Julien,LA NEUVILLE POUR VOUS,15,0.0,1.0,622.0,36.31,54.71,2,0.0
76467,Néville,LDVG,M,BOURDON,André-Pierre,TOUS UNIS POUR LE CHANGEMENT,11,0.0,2.0,276.0,28.08,39.37,1,1.0
76474,Notre-Dame-de-Bondeville,LDVG,M,MERLE,Jean-Yves,"BONDEVILLE, ENSEMBLE",21,0.0,2.0,1139.0,21.11,39.89,2,1.0
76475,Franqueville-Saint-Pierre,LDVD,M,LEROY,Philippe,ENSEMBLE DESSINONS FRANQUEVILLE-SAINT-PIERRE,22,0.0,2.0,1733.0,35.5,52.9,2,0.0
76476,Notre-Dame-de-Gravenchon,LDVD,F,CAROLO LUTROT,Virginie,GRAVENCHON POUR VOUS,22,0.0,7.0,1840.0,30.5,50.26,2,0.0
76481,Octeville-sur-Mer,LDVD,M,ROUSSELIN,Jean-Louis,OCTEVILLE - DEMAIN,21,0.0,2.0,1316.0,27.87,43.93,3,0.0
76540,Rouen,LUG,M,ROBERT,Yvon,NOTRE FORCE C'EST ROUEN,41,0.0,19.0,13928.0,24.55,46.81,1,1.0
76552,Sainte-Adresse,LUD,M,DEJEAN DE LA BATIE,Hubert,CAP SUR 2020,23,0.0,2.0,1822.0,30.81,51.73,2,0.0
76591,Saint-Jacques-sur-Darnétal,LDVG,F,PIGNAT,Danielle,VIVRE A SAINT JACQUES,18,0.0,1.0,779.0,35.22,50.95,1,1.0
76600,Saint-Léonard,LDVD,M,HOGUET,Bernard,BIEN VIVRE A SAINT LEONARD,14,0.0,2.0,473.0,35.83,46.06,3,0.0
76616,Saint-Martin-du-Manoir,LDVD,F,GAUTIER HURTADO,Maria-Dolorès,NOTRE DEVOIR : VOTRE BIEN ETRE AU QUOTIDIEN,15,0.0,1.0,438.0,36.26,50.69,3,0.0
76655,Saint-Valery-en-Caux,LDVG,F,CHAUVEL,Dominique,REUSSIR SAINT VALERY AVEC VOUS,21,0.0,6.0,1176.0,33.11,51.17,1,1.0
76681,Sotteville-lès-Rouen,LUG,F,PANE,Luce,LE NOUVEL ELAN POUR SOTTEVILLE,24,0.0,6.0,3943.0,19.36,33.23,2,1.0
76758,Yvetot,LUG,M,CANU,Emile,"YVETOT, TERRITOIRE D'AVENIR",25,0.0,13.0,2329.0,27.91,45.01,1,1.0
77014,Avon,LDVD,F,NOUHAUD,Marie-Charlotte,OSEZ LE RENOUVEAU,24,0.0,9.0,1991.0,21.63,40.04,3,0.0
77022,Barbizon,LDVD,M,DOUCE,Philippe,UNE EQUIPE POUR BARBIZON,12,0.0,2.0,409.0,32.77,47.89,2,0.0
77037,Bois-le-Roi,LDVD,M,MABILLE,Jérôme,L'ESPRIT BACOT,21,0.0,9.0,1355.0,27.59,45.09,3,0.0
